Brand,Make_Model,Date of Sale,Sale Price,Year,Mileage,Classification,Transmission,Fuel Type,Description,Sale Location
Mercedes-Benz,Mercedes-Benz A Class (A160),02/03/2024,"€5,163.00",2011,"51,169",Hatchback,Manual,Petrol,Mercedes-Benz A Class1.5 A160 BlueEfficiency Avantgarde SE 5dr3 previous owners,Cork
Mercedes-Benz,Mercedes-Benz E Class (BlueTEC),02/03/2024,"€9,447.00",2015,"102,377",Saloon,Automatic,Diesel,Grey Mercedes-Benz E-Class2.1 E220 BLUETEC AMG LINE 4d 174 BHP NATIONWIDE DELIVERY - WARRANTY INCLUDED2 previous owners,Cork
Mercedes-Benz,Mercedes-Benz E Class (E43 V6),03/03/2024,"€26,455.00",2017,92400,Saloon,Automatic,Petrol,Mercedes-Benz E Class3.0 E43 V6 AMG G-Tronic+ 4MATIC (s/s) 4dr1 previous owner,Cork
Mercedes-Benz,Mercedes-Benz GLE Class (AMG S),05/03/2024,"€44,225.00",2017,"68,070",SUV,Automatic,Petrol,Blue Mercedes-Benz Gle-Class5.5 AMG GLE 63 S 4MATIC PREMIUM 5d 577 BHP 360 CAMERA'S DRIVE ASSIST PLUS,Meath
Mercedes-Benz,Mercedes-Benz A Class (AMG Line),05/03/2024,"€21,812.00",2018,"27,048",Hatchback,Automatic,Petrol,Silver Mercedes-Benz A Class1.3L AMG Line A200 5dr,Dublin
Mercedes-Benz,Mercedes-Benz C Class (AMG Line),06/03/2024,"€20,608.00",2018,"36,320",Saloon,Automatic,Diesel,Mercedes-Benz C Class2.1 C220d AMG Line G-Tronic+ Euro 6 (s/s) 4dr,Dublin
Mercedes-Benz,Mercedes-Benz Glb Class (GLB220d),08/03/2024,"€34,071.00",2020,28883,SUV,Automatic,Diesel,Navy Mercedes-Benz GLB220d 4Matic AMG Line Prem 5dr 8G-Tron [5 seat] 2.0,Mayo
Mercedes-Benz,Mercedes-Benz C Class (AMG S),08/03/2024,"€69,398.00",2019,"8,278",Coupe,Automatic,Petrol,Black Mercedes-Benz C-Class4.0 AMG C 63 S PREMIUM PLUS 2d 503 BHP2 previous owners,Dublin
Mercedes-Benz,Mercedes-Benz SLC (AMG Line),09/03/2024,"€20,324.00",2017,"36,061 miles",Convertible,Manual,Petrol,Red Mercedes-Benz SLC2.0 SLC200 AMG Line Convertible 2dr Petrol Manual Euro 6 (s/s) (184 ps)1 previous owner,Cork
Mercedes-Benz,Mercedes-Benz A Class (A180d),09/03/2024,"€23,235.00",2019,"23,202",Hatchback,Automatic,Diesel,Blue Mercedes-Benz A ClassA180d AMG Line 5dr Auto 1.5,Dublin
Mercedes-Benz,Mercedes-Benz A Class (A180),2024-03-10,"€26,113.00",2020,"11,854 miles",Hatchback,Automatic,Petrol,Red Mercedes-Benz A ClassA180 AMG Line Executive 5dr Auto 1.3,Dublin
Mercedes-Benz,Mercedes-Benz CLA Class (CLA45),11/03/2024,"€60,216.00",2021,"9,629",Saloon,Automatic,Petrol,Mercedes-Benz CLA2.0 AMG CLA 45 S 4MATICPLUS PLUS 4d 416 BHP NATIONWIDE DELIVERY AVAILABLE!1 previous owner,Dublin
Mercedes-Benz,Mercedes-Benz C Class (C350e),11/03/2024,"€17,204.00",2016,"69,650",Estate,Automatic,Petrol Plug-In Hybrid,"Red Mercedes-Benz C-Class2.0 C350 E SPORT 5d AUTO 208 BHP - SAT NAV, LEATHER, SENSORS2 previous owners",Meath
Mercedes-Benz,Mercedes-Benz Amg Gt (V8 BiTurbo),12/03/2024,"€69,354.00",2016,"40,464 miles",Coupe,Automatic,Petrol,Blue Mercedes-Benz Amg GtGT S Premium 2dr Auto 4.0,Dublin
Mercedes-Benz,Mercedes-Benz GLA Class (AMG S),13/03/2024,"€52,593.00",2021,"3,520",SUV,Automatic,Petrol,Blue Mercedes-Benz GLA45 S 4Matic+ 5dr Auto 2.0,Limerick
Mercedes-Benz,Mercedes-Benz C Class (Sport),13/03/2024,"€18,292.00",2018,"63,275",Estate,Automatic,Petrol Plug-In Hybrid,Navy Mercedes-Benz C Class2.0 C350e 6.4kWh Sport G-Tronic+ Euro 6 (s/s) 5dr,Clare
Mercedes-Benz,Mercedes-Benz Amg Gt (V8 BiTurbo),14/03/2024,"€ 122,764",2021,"2,797 miles",Convertible,Automatic,Petrol,Red Mercedes-Benz Amg GtGT Night Edition 2dr Auto 4.02 previous owners,Dublin
Mercedes-Benz,Mercedes-Benz C Class (Sport),2024-03-14,"€17,932.00",2016,"71,072",Estate,Automatic,Petrol Plug-In Hybrid,Mercedes-Benz C ClassC350e Sport Premium Plus 5dr Auto 2.02 previous owners,Galway
Mercedes-Benz,Mercedes-Benz E Class (E350d V6),2024-03-15,"€17,693.00",2016,"54,242",Coupe,Automatic,Diesel,Black Mercedes-Benz E Class Diesel CoupeE350d AMG Line Edition 2dr 9G-Tronic 3.02 previous owners,Galway
Mercedes-Benz,Mercedes-Benz A Class (A35),16/03/2024,"€34,320.00",2020,"18,892 miles",Hatchback,Automatic,Petrol,Blue Mercedes-Benz A-Class HatchA 35 AMG 4MATIC Executive 2.0 5dr1 previous owner,Waterford
Mercedes-Benz,Mercedes-Benz CLA Class (CLA180),16/03/2024,"€14,333.00",2014,"55,000",Saloon,Manual,Petrol,Black Mercedes-Benz CLA1.6 CLA180 AMG SPORT 4d 122 BHP LOW MILES + 1/2 LEATHER + MDSH,Donegal
Mercedes-Benz,Mercedes-Benz C Class (EQ Boost),2024-03-17,"€26,872.00",2019,"28,041",Convertible,Automatic,Petrol,Red Mercedes-Benz C Class1.5 C200 EQ Boost AMG Line Cabriolet 2dr Petrol G-Tronic+ Euro 6 (s/s) (198 ps)2 previous owners,Galway
Mercedes-Benz,Mercedes-Benz C Class (AMG Sport Edition),18/03/2024,"€10,605.00",2014,"79,330",Saloon,Automatic,Diesel,Black Mercedes-Benz C Class2.1 C250 CDI AMG Sport Edition G-Tronic+ Euro 5 (s/s) 4dr,Wicklow
Mercedes-Benz,Mercedes-Benz C Class (C220),2024-03-19,"€9,658.00",2015,"102,295",Saloon,Manual,Diesel,Black Mercedes-Benz C-Class2.1 C220 BLUETEC SE 4d 170 BHP,Cavan
Mercedes-Benz,Mercedes-Benz A Class (Sport),20/03/2024,"€15,393.00",2017,"37,378",Hatchback,Automatic,Diesel,Silver Mercedes-Benz A-Class1.5 A 180 D SPORT EXECUTIVE 5d 107 BHP,Kilkenny
Mercedes-Benz,Mercedes-Benz CLA Class (AMG Line),20/03/2024,"€18,234.00",2017,"55,613 miles",Saloon,Manual,Diesel,Grey Mercedes-Benz Cla Class2.1 CLA200d AMG Line Coupe 4dr Diesel Euro 6 (s/s) (136 ps)3 previous owners,Carlow
Mercedes-Benz,Mercedes-Benz GLC Class (GLC300d),21/03/2024,"€45,459.00",2020,"12,466",SUV,Automatic,Diesel,Silver Mercedes-Benz GLCGlc 300D 4Matic Amg Line Premium Pls 5Dr 9G-Tronic 2.02 previous owners,Kerry
Mercedes-Benz,Mercedes-Benz GLA Class (AMG Line),22/03/2024,"€ 14,405",2016,"95,054",SUV,Automatic,Diesel,Black Mercedes-Benz Gla Diesel HatchbackGLA 200d AMG Line 5dr Auto [Executive] 2.14 previous owners,Galway
Mercedes-Benz,Mercedes-Benz C Class (Sport),22/03/2024,"€5,387.00",2008,"80,323",Saloon,Automatic,Diesel,Black Mercedes-Benz C Class3.0 C320 CDI V6 Sport 7G-Tronic 4dr5 previous owners,Dublin
Mercedes-Benz,Mercedes-Benz C Class (Sport),23/03/2024,"€8,928.00",2011,"93,411",Saloon,Automatic,Petrol,Mercedes-Benz C Class1.8 C250 BlueEfficiency Sport G-Tronic+ Euro 5 (s/s) 4dr5 previous owners,Dublin
Mercedes-Benz,Mercedes-Benz GL Class (GL63 V8),24/03/2024,"€30,312.00",2014,"74,968",SUV,Automatic,Petrol,Red Mercedes-Benz GL Class5.5 GL63 V8 AMG SpdS+7GT 4WD 5dr2 previous owners,Clare
Mercedes-Benz,Mercedes-Benz C Class (C300h),24/03/2024,"€18,432.00",2015,"49,755 miles",Estate,Automatic,Diesel Hybrid,Navy Mercedes-Benz C ClassC300 BlueTEC Hybrid AMG Line Premium Plus 5dr Auto 2.1,Cork
Mercedes-Benz,Mercedes-Benz C Class (C43 V6),27/03/2024,"€48,140.00",2021,"7,210",Estate,Automatic,Petrol,Mercedes-Benz C Class3.0 C43 V6 AMG Edition (Premium Plus) Estate 5dr Petrol G-Tronic+ 4MATIC Euro 6 (s/s) (390 ps)1 previous owner,Dublin
Mercedes-Benz,Mercedes-Benz E Class (E220d),28/03/2024,"€19,844.00",2017,"59,373",Saloon,Automatic,Diesel,Black Mercedes-Benz E Class2.0 E220d AMG Line G-Tronic+ Euro 6 (s/s) 4dr,Dublin
Mercedes-Benz,Mercedes-Benz GLA Class (Exclusive Edition),28/03/2024,"€40,187.00",2020,"35,401",SUV,Automatic,Petrol Plug-In Hybrid,Mercedes-Benz GLAGla 250E Exclusive Edition 5Dr Auto 1.32 previous owners,Offaly
Mercedes-Benz,Mercedes-Benz S Class (S500L),30/03/2024,"€54,191.00",2018,"12,837",Saloon,Automatic,Petrol,Silver Mercedes-Benz S ClassS500L AMG Line 4dr 9G-Tronic 3.0,Dublin
Mercedes-Benz,Mercedes-Benz C Class (C63 V8 BiTurbo),2024-03-30,"€45,493.00",2016,"52,049",Coupe,Automatic,Petrol,Black Mercedes-Benz C Class4.0 C63 V8 BiTurbo AMG S (Premium) SpdS MCT Euro 6 (s/s) 2dr4 previous owners,Westmeath
Mercedes-Benz,Mercedes-Benz CLA Class (CLA35),31/03/2024,"€39,261.00",2020,"20,269",Saloon,Automatic,Petrol,Mercedes-Benz CLA35 4Matic 4dr Tip Auto 2.0,Galway
Mercedes-Benz,Mercedes-Benz C Class (AMG Sport Edition),31/03/2024,"€11,223.00",2015,"73,341",Coupe,Automatic,Diesel,Blue Mercedes-Benz C Class2.1 C250 CDI AMG Sport Edition G-Tronic+ Euro 5 (s/s) 2dr,Mayo
Mercedes-Benz,Mercedes-Benz A Class (SE),2024-03-31,"€19,786.00",2019,"24,833",Hatchback,Automatic,Diesel,Mercedes-Benz A Class1.5 A180d SE Hatchback 5dr Diesel 7G-DCT Euro 6 (s/s) (116 ps)1 previous owner,Kildare
Mercedes-Benz,Mercedes-Benz SLC (SLC200),01/04/2024,"€24,174.00",2018,"33,640",Convertible,Automatic,Petrol,Black Mercedes-Benz Slc RoadsterSLC 200 AMG Line 2dr 9G-Tronic 2.02 previous owners,Louth
Mercedes-Benz,Mercedes-Benz C Class (C63 V8 BiTurbo),01/04/2024,"€49,488.00",2019,"34,071",Convertible,Automatic,Petrol,Black Mercedes-Benz C-Class4.0 AMG C 63 V8 BI TURBO PREMIUM PLUS 2d 470 BHP GHOST ALARM SYSTEM XENON LIGHTS DAB,Cork
Mercedes-Benz,Mercedes-Benz CLC Class (CLC200 CDI),2024-04-03,"€3,362.00",2008,"100,104",Hatchback,Manual,Diesel,Blue Mercedes-Benz Clc Class2.1 CLC200 CDI Sport Coupe Euro 4 3dr6 previous owners,Westmeath
Mercedes-Benz,Mercedes-Benz C Class (AMG Line),03/04/2024,"€19,417.00",2016,"44,245",Saloon,Automatic,Diesel,Grey Mercedes-Benz C Class2.1 C220d AMG Line (Premium Plus) 7G-Tronic+ Euro 6 (s/s) 4dr,Kildare
Mercedes-Benz,Mercedes-Benz GLS Class (GLS400d),03/04/2024,"€74,371.00",2020,"30,335",SUV,Automatic,Diesel,Grey Mercedes-Benz GLSGLS 400d 4Matic AMG Line Premium 5dr 9G-Tronic 2.9,Dublin
Mercedes-Benz,Mercedes-Benz C Class (C63 V8 BiTurbo),04/04/2024,"€33,395.00",2016,"37,253",Saloon,Automatic,Petrol,Black Mercedes-Benz C ClassC63 Premium 4dr Auto 4.02 previous owners,Mayo
Mercedes-Benz,Mercedes-Benz CLA Class (CLA200d),2024-04-04,"€22,046.00",2017,"29,864",Saloon,Automatic,Diesel,Blue Mercedes-Benz Cla ClassMercedes-Benz CLA 200d 2.1 AMG Line 4dr Auto2 previous owners,Laois
Mercedes-Benz,Mercedes-Benz CLA Class (AMG Line),06/04/2024,"€32,964.00",2022,"6,131",Estate,Automatic,Petrol,Grey Mercedes-Benz Cla ClassCLA 180 AMG Line Shooting Brake 1.3 5dr1 previous owner,Dublin
Mercedes-Benz,Mercedes-Benz E Class (AMG Line Night Edition),2024-04-06,"€45,444.00",2021,"25,518",Convertible,Automatic,Diesel,Mercedes-Benz E-ClassE 220 d AMG Line Cabriolet 2.0 2dr,Tipperary
Mercedes-Benz,Mercedes-Benz E Class (E220),2024-04-08,"€ 13,767",2016,"74,466",Saloon,Automatic,Diesel,Mercedes-Benz E Class2.1 E220 BlueTEC AMG Night Edition G-Tronic+ Euro 6 (s/s) 4dr3 previous owners,Limerick
Mercedes-Benz,Mercedes-Benz C Class (BlueTEC),08/04/2024,"€16,698.00",2015,"56,333 miles",Saloon,Automatic,Diesel,Red Mercedes-Benz C Class2.1 C250 BlueTEC AMG Line G-Tronic+ Euro 6 (s/s) 4dr2 previous owners,Limerick
Mercedes-Benz,Mercedes-Benz CLA Class (AMG Line),2024-04-09,"€16,932.00",2017,"52,778",Saloon,Manual,Petrol,Navy Mercedes-Benz CLA1.6 CLA 180 AMG LINE 4d 121 BHP2 previous owners,Dublin
Mercedes-Benz,Mercedes-Benz CLS (AMG Line),2024-04-09,"€21,660.00",2017,"27,941",Saloon,Automatic,Diesel,Black Mercedes-Benz CLS2.1L AMG Line CLS220d 4dr,Galway
Mercedes-Benz,Mercedes-Benz A Class (A200 CDI),10/04/2024,"€8,437.00",2014,"128,317",Hatchback,Automatic,Diesel,Red Mercedes-Benz A Class2.1 A200 CDI Sport 7G-DCT Euro 6 (s/s) 5dr3 previous owners,Dublin
Mercedes-Benz,Mercedes-Benz A Class (SE),2024-04-10,"€17,379.00",2019,"29,126",Hatchback,Manual,Petrol,Black Mercedes-Benz A Class1.3 A180 SE Euro 6 (s/s) 5dr1 previous owner,Donegal
Mercedes-Benz,Mercedes-Benz GLA Class (AMG Line),11/04/2024,"€15,002.00",2015,"58,792",S.U.V.,Manual,Diesel,Red Mercedes-Benz GLAGLA 200 CDI AMG Line 5dr 2.1,Dublin
Mercedes-Benz,Mercedes-Benz E Class (AMG Line),11/04/2024,"€17,589.00",2015,"41,921",Coupe,Automatic,Diesel,Black Mercedes-Benz E Class3.0 E350d V6 BlueTEC AMG Line Coupe 2dr Diesel G-Tronic+ Euro 6 (s/s) (258 ps)3 previous owners,Meath
Mercedes-Benz,Mercedes-Benz C Class (C220d),12/04/2024,"€24,803.00",2017,"44,466",Convertible,Automatic,Diesel,Black Mercedes-Benz C-ClassC 220 D AMG LINE 2.1 2dr,Kildare
Mercedes-Benz,Mercedes-Benz E Class (AMG Line Edition),13/04/2024,"€35,182.00",2021,"18,699",Saloon,Automatic,Petrol,Black Mercedes-Benz E ClassE200 Amg Line Edition 4Dr 9G-Tronic 2.01 previous owner,Cork
Mercedes-Benz,Mercedes-Benz GLA Class (Sport),13/04/2024,"€14,572.00",2017,"63,946",SUV,Manual,Diesel,Mercedes-Benz Gla-Class2.1 GLA 200 D SPORT PREMIUM 5d 134 BHP **REAR CAMERA**HEATED SEATS**A/C**,Kildare
Mercedes-Benz,Mercedes-Benz E Class (E220d),13/04/2024,"€23,238.00",2017,"74,015 miles",Saloon,Automatic,Diesel,Red Mercedes-Benz E-Class2.0 E 220 D 4MATIC AMG LINE PREMIUM PLUS 4d 192 BHP2 previous owners,Dublin
Mercedes-Benz,Mercedes-Benz E Class (BlueEfficiency),2024-04-14,"€ 8,198",2010,"58,340",Saloon,Automatic,Diesel,Blue Mercedes-Benz E-Class2.1 E220 CDI BLUEEFFICIENCY SE 4d 170 BHP 12 MONTH WARRANTY INCLUDED,Leitrim
Mercedes-Benz,Mercedes-Benz M Class (BlueTEC),14/04/2024,"€13,772.00",2013,"101,766",SUV,Automatic,Diesel,Red Mercedes-Benz M Class3.0 ML350 V6 BlueTEC AMG Sport G-Tronic 4WD Euro 6 (s/s) 5dr2 previous owners,Roscommon
Mercedes-Benz,Mercedes-Benz E Class (BlueEfficiency),17/04/2024,"€7,175.00",2010,"81,267",Saloon,Automatic,Diesel,Grey Mercedes-Benz E Class2.1 E250 CDI BlueEfficiency Sport Tiptronic Euro 5 4dr,Kilkenny
Mercedes-Benz,Mercedes-Benz A Class (AMG Edition),2024-04-18,"€43,825.00",2021,"4,987",Saloon,Automatic,Petrol,Silver Mercedes-Benz A ClassA35 4Matic Premium Plus Edition 4dr Auto 2.01 previous owner,Donegal
Mercedes-Benz,Mercedes-Benz C Class (AMG Edition 125),18/04/2024,"€23,604.00",2012,"79,019",Estate,Automatic,Petrol,Black Mercedes-Benz C ClassC63 AMG EDITION 125 6.3 5dr3 previous owners,Wicklow
Mercedes-Benz,Mercedes-Benz E Class (E400d),2024-04-19,"€ 35,610",2019,"56,273",Coupe,Automatic,Diesel,Mercedes-Benz E Class2.9 E400d AMG Line (Premium Plus) G-Tronic+ 4MATIC Euro 6 (s/s) 2dr4 previous owners,Louth
Mercedes-Benz,Mercedes-Benz A Class (A180d),19/04/2024,"€16,659.00",2018,"42,550",Hatchback,Manual,Diesel,Black Mercedes-Benz A Class1.5L AMG Line A180d 5dr,Dublin
Mercedes-Benz,Mercedes-Benz A Class (A180d),19/04/2024,"€15,704.00",2018,45214,Hatchback,Automatic,Diesel,Red Mercedes-Benz A Class1.5 A180d Sport Edition 7G-DCT Euro 6 (s/s) 5dr,Meath
Mercedes-Benz,Mercedes-Benz E Class (E220d),20/04/2024,"€16,120.00",2016,119141,Saloon,Automatic,Diesel,Blue Mercedes-Benz E Class2.0 E220d AMG Line (Premium) G-Tronic+ Euro 6 (s/s) 4dr,Cork
Mercedes-Benz,Mercedes-Benz A Class (Sport Edition),21/04/2024,"€17,609.00",2018,"25,898",Hatchback,Automatic,Diesel,Navy Mercedes-Benz A-Class1.5 A 180 D SPORT EDITION 5d AUTO 107 BHP REAR CAMERA + BLUETOOTH + CRUISE1 previous owner,Dublin
Mercedes-Benz,Mercedes-Benz E Class (E350 CGI V6),22/04/2024,"€10,577.00",2009,40650,Saloon,Automatic,Petrol,Red Mercedes-Benz E Class3.5 E350 CGI V6 BlueEfficiency Avantgarde G-Tronic Euro 5 4dr2 previous owners,Dublin
Mercedes-Benz,Mercedes-Benz GLA Class (GLA180),22/04/2024,"€22,474.00",2019,"13,740",SUV,Manual,Petrol,Red Mercedes-Benz Gla Class1.6 GLA180 Urban Edition Euro 6 (s/s) 5dr1 previous owner,Cork
Mercedes-Benz,Mercedes-Benz E Class (E220d),22/04/2024,"€16,104.00",2016,93040,Saloon,Automatic,Diesel,Black Mercedes-Benz E Class2.0 E220d AMG Line Saloon 4dr Diesel G-Tronic+ Euro 6 (s/s) (194 ps)2 previous owners,Meath
Mercedes-Benz,Mercedes-Benz C Class (C200),22/04/2024,"€22,902.00",2019,"31,176",Saloon,Automatic,Petrol,"Blue Mercedes-Benz C ClassC200 Sport 4dr 9G-Tronic [Bluetooth, Dynamic Select Driving Modes, DAB Radio] 1.5",Kerry
Mercedes-Benz,Mercedes-Benz E Class (E53 BiTurbo),24/04/2024,"€42,158.00",2019,"29,697",Saloon,Automatic,Petrol,Blue Mercedes-Benz E ClassE53 BiTurbo AMG(Premium) SpdS TCT 4MATIC+ Euro 6 (s/s) 4dr Saloon 3.0 Automatic Petrol3 previous owners,Dublin
Mercedes-Benz,Mercedes-Benz C Class (C220 CDI),25/04/2024,"€5,641.00",2011,"105,069",Saloon,Automatic,Diesel,Blue Mercedes-Benz C Class2.1 C220 CDI BlueEfficiency Sport Auto 4dr,Meath
Mercedes-Benz,Mercedes-Benz A Class (Engineered by AMG),25/04/2024,"€14,946.00",2013,35823,Hatchback,Automatic,Petrol,Grey Mercedes-Benz A ClassA250 Blueefficiency Engineered By Amg 5Dr Auto 2.01 previous owner,Cork
Mercedes-Benz,Mercedes-Benz A Class (Sport),25/04/2024,"€ 15,580",2017,"28,913",Hatchback,Manual,Diesel,"Red Mercedes-Benz A ClassA180d Sport Executive 5dr with Satellite Navigation, Reversing Camera, Heated Seats, Parking Sensors, Climate Control, Bluetooth Connectivity, DAB 1.52 previous owners",Donegal
Mercedes-Benz,Mercedes-Benz E Class (AMG Line),26/04/2024,"€27,059.00",2018,"33,754",Estate,Automatic,Diesel,Black Mercedes-Benz E-Class2.0 E 220 D 4MATIC AMG LINE 5d 192 BHP MOT UNTIL MAY 2023,Laois
Mercedes-Benz,Mercedes-Benz A Class (A200),2024-04-26,"€18,447.00",2018,"57,363 miles",Hatchback,Automatic,Petrol,Blue Mercedes-Benz A-Class1.3 A 200 AMG LINE EXECUTIVE 5d 161 BHP COMPETITIVE FINANCE AVAILABLE1 previous owner,Meath
Mercedes-Benz,Mercedes-Benz M Class (Sport),27/04/2024,"€8,407.00",2010,"85,194",SUV,Automatic,Diesel,Black Mercedes-Benz M-Class3.0 ML350 CDI BLUEEFFICIENCY SPORT 5d AUTO 224 BHP FORMER KEEPER OWNED FOR 7 YEARS,Kilkenny
Mercedes-Benz,Mercedes-Benz A Class (A180),29/04/2024,"€13,999.00",2015,"41,560",Hatchback,Automatic,Petrol,Blue Mercedes-Benz A ClassA180 BlueEFFICIENCY Sport 5dr Auto 1.6,Cork
Mercedes-Benz,Mercedes-Benz E Class (E350 V6),29/04/2024,"€ 16,353",2015,"70,515",Saloon,Automatic,Diesel,Red Mercedes-Benz E ClassE350 Bluetec Amg Night Ed Premium 4Dr 9G-Tronic 3.01 previous owner,Wicklow
Mercedes-Benz,Mercedes-Benz GLC Class (AMG Line),30/04/2024,"€32,282.00",2019,"40,855",SUV,Automatic,Diesel,"Mercedes-Benz Glc-Class2.0 GLC 220 D 4MATIC AMG LINE 5d 192 BHP 19""ALLOYS*NAV*CAMERA*PRIVACY GLASS",Donegal
Mercedes-Benz,Mercedes-Benz C Class (C220d),2024-05-01,"€17,833.00",2016,"70,024",Coupe,Automatic,Diesel,Black Mercedes-Benz C ClassC 220 D AMG LINE 2.1 2dr2 previous owners,Kildare
Mercedes-Benz,Mercedes-Benz A Class (AMG Line),01/05/2024,"€21,682.00",2018,"27,015",Hatchback,Automatic,Diesel,Grey Mercedes-Benz A ClassA200d AMG Line Premium Plus 5dr Auto 2.12 previous owners,Dublin
Mercedes-Benz,Mercedes-Benz GLC Class (AMG Night Edition),02/05/2024,"€32,415.00",2019,43120,SUV,Automatic,Petrol,Red Mercedes-Benz Glc Class2.0 GLC250 AMG Night Edition (Premium Plus) G-Tronic+ 4MATIC Euro 6 (s/s) 5dr1 previous owner,Donegal
Mercedes-Benz,Mercedes-Benz C Class (C220 CDI),02/05/2024,"€11,499.00",2014,"99,561",Estate,Automatic,Diesel,Mercedes-Benz C Class2.1 C220 CDI AMG Sport Edition G-Tronic+ Euro 5 (s/s) 5dr3 previous owners,Meath
Mercedes-Benz,Mercedes-Benz E Class (BlueEfficiency),2024-05-02,"€8,187.00",2012,"81,783",Saloon,Automatic,Diesel,Silver Mercedes-Benz E-Class2.1 E250 CDI BLUEEFFICIENCY AVANTGARDE 4d 204 BHP LUXURY SALOON great spec2 previous owners,Laois
Mercedes-Benz,Mercedes-Benz CLA Class (CLA220d),02/05/2024,"€30,049.00",2020,"39,172",Saloon,Automatic,Diesel,Mercedes-Benz Cla ClassCLA 220d AMG Line Premium Plus 4dr Tip Auto 2.0,Meath
Mercedes-Benz,Mercedes-Benz E Class (E350 CDI V6),04/05/2024,"€6,192.00",2010,"129,823",Saloon,Automatic,Diesel,Blue Mercedes-Benz E Class3.0 E350 CDI V6 BlueEfficiency Sport G-Tronic Euro 5 4dr2 previous owners,Dublin
Mercedes-Benz,Mercedes-Benz E Class (AMG Night Edition),2024-05-05,"€14,972.00",2016,87384,Estate,Automatic,Diesel,Blue Mercedes-Benz E Class2.1 E220 BlueTEC AMG Night Edition G-Tronic+ Euro 6 (s/s) 5dr3 previous owners,Cork
Mercedes-Benz,Mercedes-Benz E Class (E400 V6),06/05/2024,"€ 33,217",2017,"49,220",Coupe,Automatic,Petrol,Blue Mercedes-Benz E Class3.0 E400 V6 AMG Line (Premium Plus) G-Tronic+ 4MATIC Euro 6 (s/s) 2dr2 previous owners,Waterford
Mercedes-Benz,Mercedes-Benz E Class (AMG Line),2024-05-06,"€26,694.00",2018,"48,379",Convertible,Automatic,Diesel,Mercedes-Benz E-ClassE220d AMG Line Premium 2dr 9G-Tronic Diesel Cabriolet 2.0,Dublin
Mercedes-Benz,Mercedes-Benz E Class (BlueEfficiency),2024-05-07,"€6,936.00",2010,"95,126",Coupe,Automatic,Diesel,Blue Mercedes-Benz E Class2.1 E250 CDI BlueEfficiency SE Tiptronic Euro 5 2dr,Kerry
Mercedes-Benz,Mercedes-Benz C Class (C250 CDI),08/05/2024,"€9,463.00",2013,"80,217",Saloon,Automatic,Diesel,Red Mercedes-Benz C-Class2.1 C250 CDI BLUEEFFICIENCY AMG SPORT 4d 202 BHP,Dublin
Mercedes-Benz,Mercedes-Benz C Class (C200d),08/05/2024,"€12,163.00",2015,"84,099",Estate,Automatic,Diesel,Silver Mercedes-Benz C Class1.6 C200d SE G-Tronic+ Euro 6 (s/s) 5dr,Dublin
Mercedes-Benz,Mercedes-Benz Eqc (EQC 400),09/05/2024,"€64,183.00",2020,27592,SUV,Automatic,Electric,Mercedes-Benz EQCEQC 400 300kW AMG Line Premium Plus 80kWh 5dr Auto,Dublin
Mercedes-Benz,Mercedes-Benz C Class (C300),09/05/2024,"€30,906.00",2019,"22,790",Coupe,Automatic,Petrol,Black Mercedes-Benz C ClassC300 AMG Line Premium 2dr 9G-Tronic 2.0,Waterford
Mercedes-Benz,Mercedes-Benz A Class (Sport),09/05/2024,"€17,744.00",2019,"58,975",Hatchback,Automatic,Diesel,Mercedes-Benz A Class1.5 A180d Sport 7G-DCT Euro 6 (s/s) 5dr,Donegal
Mercedes-Benz,Mercedes-Benz SLK (BlueEfficiency),2024-05-10,"€10,027.00",2012,81813,Convertible,Automatic,Diesel,Silver Mercedes-Benz SLK2.1 SLK250 CDI BLUEEFFICIENCY AMG SPORT 2d 204 BHP SUPERB CONDITION,Cork
Mercedes-Benz,Mercedes-Benz A Class (AMG Edition),2024-05-11,"€38,284.00",2021,"6,818",Hatchback,Automatic,Petrol,Navy Mercedes-Benz A ClassA35 4Matic Premium Edition Auto 2.0 5dr,Cork
Mercedes-Benz,Mercedes-Benz C Class (C350 CDI V6),12/05/2024,"€6,769.00",2010,"93,188",Saloon,Automatic,Diesel,Mercedes-Benz C Class3.0 C350 CDI V6 BlueEfficiency Sport Auto Euro 5 4dr5 previous owners,Cork
Mercedes-Benz,Mercedes-Benz C Class (C220d),2024-05-13,"€19,940.00",2016,"37,132",Saloon,Automatic,Diesel,Black Mercedes-Benz C Class2.1 C220d AMG Line (Premium) 7G-Tronic+ Euro 6 (s/s) 4dr2 previous owners,Roscommon
Mercedes-Benz,Mercedes-Benz C Class (C200d),13/05/2024,"€17,296.00",2018,"53,316",Saloon,Automatic,Diesel,Black Mercedes-Benz C Class1.6 C200d Sport G-Tronic+ Euro 6 (s/s) 4dr,Tipperary
Mercedes-Benz,Mercedes-Benz A Class (A180),14/05/2024,"€12,757.00",2014,"7,230 miles",Hatchback,Manual,Petrol,Silver Mercedes-Benz A Class1.6 A180 SE Euro 6 (s/s) 5dr,Kildare
Mercedes-Benz,Mercedes-Benz C Class (AMG Sport Edition),15/05/2024,"€12,974.00",2015,"49,229",Coupe,Automatic,Petrol,Red Mercedes-Benz C Class1.6 C180 AMG Sport Edition G-Tronic+ Euro 6 (s/s) 2dr3 previous owners,Dublin
